#  
#   VizieR Astronomical Server: vizier.u-strasbg.fr 	2003-08-05T12:27:17
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#   
#Coosys	J2000:	eq_FK5 2000 
#INFO	Ref=Vxml771

#RESOURCE=8004   
#Name: VIII/4   
#Title:	Fourth Cambridge Survey (4C) (Pilkington+ 1965; Gower+ 1967)   
#Table	VIII_4_radio4c:      
#Name: VIII/4/radio4c     
#Title:	Fourth Cambridge Radio Survey Data          
#Coosys	B1950:	eq_FK4 1950           
#Column	_RAJ2000	(A10)	       Right ascension (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)          
#Column	_DEJ2000	(A8)	       Declination (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)          
#Column	4C	(A8)	       The 4C number        (link)          
#Column	FluxDen	(F7)	       Flux density (1.0E-26 W/m2/Hz) at 178 MHz          
#Column	ErrClas1	(I2)	       Position and flux error class (in number)          
#Column	GLON	(F5)	       Galactic longitude, System II.          
#Column	GLAT	(F5)	       Galactic latitude, System II.          
#Column	ErrClas2	(A3)	       Position & flux error class (character form)          
#Column	com	(A8)	       Remarks          
#Column	recno	(I8)	       Record number within the original table (starting from 1)        (link)     

_RAJ2000	_DEJ2000	4C	FluxDen	ErrClas1	GLON	GLAT	ErrClas2	com	recno
02 28 52.7	-03 40.9	-03.07  	    3.2	 1	172.0	-57.0	a  	        	     271
02 33 17.8	-03 16.6	-03.08  	    3.2	 2	172.9	-55.9	b  	        	     272
02 42 46.4	-03 27.7	-03.09  	    2.2	 2	176.1	-54.4	b  	        	     273
02 55 50.5	-03 05.5	-03.10  	    4.5	 1	179.4	-51.8	a  	        	     274
03 15 22.6	-03 19.2	-03.11  	    6.4	 1	184.6	-48.2	a  	        	     275
03 24 42.3	-03 27.0	-03.12  	    7.1	 1	186.8	-46.4	a  	        	     276
03 31 10.9	-03 04.8	-03.13  	    2.1	 2	187.8	-44.9	b  	        	     277
03 54 14.0	-03 14.5	-03.14  	    2.5	 1	192.4	-40.3	a  	        	     278
03 57 49.7	-03 19.9	-03.15  	    3.7	 1	193.1	-39.6	a  	        	     279
04 03 13.2	-03 00.4	-03.16  	    3.8	 1	193.7	-38.3	a  	        	     280
04 08 17.4	-03 26.4	-03.17  	    2.1	 1	195.0	-37.4	a  	        	     281
04 18 47.4	-03 04.1	-03.18  	    7.0	 1	196.4	-35.0	a  	        	     282
04 30 32.3	-03 46.9	-03.19  	    2.5	 2	198.9	-32.8	b  	        	     283
05 12 48.1	-03 55.1	-03.20  	    4.8	 1	204.8	-23.7	a  	        	     284
05 36 53.2	-03 10.0	-03.21  	    8.0	 1	207.1	-18.0	a  	        	     285
06 15 10.3	-03 36.2	-03.22  	    4.5	 1	212.0	 -9.7	a  	        	     286
06 31 44.6	-03 44.2	-03.23  	    2.5	 2	214.0	 -6.1	b  	        	     287
06 45 44.5	-03 30.7	-03.24  	    2.9	 1	215.4	 -2.9	a  	        	     288
06 51 39.9	-03 15.9	-03.25  	    2.5	 2	215.9	 -1.4	b  	        	     289
07 07 52.4	-03 09.8	-03.26  	    2.6	 2	217.6	  2.2	b  	        	     290
07 40 29.8	-03 16.2	-03.27  	    5.1	 1	221.5	  9.4	a  	        	     291
07 43 56.4	-03 15.2	-03.28  	    2.6	22	221.9	 10.1	bl 	        	     292
07 46 17.7	-03 52.4	-03.29  	    2.1	 2	222.8	 10.4	b  	        	     293
07 47 51.3	-03 52.5	-03.30  	    2.1	22	223.0	 10.7	bl 	        	     294
08 12 34.3	-03 09.1	-03.31  	    2.5	 2	225.4	 16.4	b  	        	     295
08 30 45.3	-03 36.4	-03.32  	    4.1	 1	228.2	 20.1	a  	        	     296
08 49 01.6	-04 07.0	-03.33  	    3.2	 1	231.2	 23.8	a  	        	     297
08 53 28.5	-03 40.7	-03.34  	    5.2	 1	231.5	 24.9	a  	        	     298
08 57 11.4	-03 36.8	-03.35  	    3.5	 1	231.9	 25.8	a  	        	     299
09 09 48.2	-03 54.2	-03.36  	    2.9	22	234.2	 28.2	bl 	        	     300
09 32 00.7	-04 11.2	-03.37  	    2.3	 2	238.1	 32.6	b  	        	     301
09 47 55.2	-03 44.0	-03.38  	    2.0	 2	240.5	 36.1	b  	        	     302
09 59 05.0	-03 25.7	-03.39  	    2.4	 1	242.4	 38.4	a  	        	     303
10 10 09.3	-03 47.8	-03.40  	    2.9	 1	245.1	 40.3	a  	        	     304
11 14 31.6	-03 57.9	-03.41  	    2.0	 1	262.3	 51.1	a  	        	     305
11 30 09.6	-03 30.4	-03.42  	    4.6	 1	267.2	 53.6	a  	        	     306
11 33 04.9	-04 00.1	-03.43  	    2.0	 1	268.7	 53.6	a  	        	     307
11 36 00.6	-03 34.4	-03.44  	    2.6	 1	269.4	 54.3	a  	        	     308
12 26 47.0	-04 10.9	-03.45  	    2.5	 2	291.2	 58.1	b  	        	     309
12 39 37.9	-03 20.5	-03.46  	    3.3	 1	297.1	 59.4	a  	        	     310
12 48 09.1	-04 03.3	-03.47  	    2.1	 2	301.3	 58.8	b  	        	     311
13 11 39.5	-04 15.5	-03.48  	    2.5	22	312.5	 58.2	bl 	        	     312
14 11 35.1	-03 16.4	-03.49  	    3.3	 2	338.5	 54.0	b  	        	     313
14 17 22.6	-04 02.6	-03.50  	    3.9	 2	339.9	 52.6	b  	3C297   	     314
14 24 39.3	-03 20.5	-03.51  	    2.9	 1	343.0	 52.1	a  	        	     315
14 30 48.7	-03 35.9	-03.52  	    3.5	21	344.7	 51.0	be 	        	     316
14 57 11.3	-03 47.0	-03.53  	    3.4	 1	352.3	 46.7	a  	        	     317
15 11 44.0	-03 50.3	-03.54  	    2.0	 2	355.9	 44.1	b  	        	     318
15 45 37.9	-03 37.8	-03.55  	    2.3	21	  3.6	 37.9	be 	        	     319
16 07 59.8	-03 57.5	-03.56  	    2.3	 1	  7.5	 33.3	a  	        	     320
16 11 05.2	-04 01.8	-03.57  	    2.0	 2	  8.0	 32.7	b  	        	     321
16 24 37.0	-03 51.8	-03.58  	    2.1	 2	 10.4	 30.0	b  	        	     322
16 28 40.9	-03 20.1	-03.59  	    2.9	 1	 11.6	 29.5	a  	        	     323
16 30 23.8	-03 23.7	-03.60  	    2.2	 2	 11.8	 29.1	b  	        	     324
16 38 56.1	-03 16.6	-03.61  	    5.2	 1	 13.2	 27.4	a  	        	     325
17 15 01.1	-03 22.7	-03.62  	    7.9	 1	 18.3	 19.6	a  	        	     326
17 16 46.3	-03 29.0	-03.63  	    2.4	 1	 18.4	 19.2	a  	        	     327
17 28 21.2	-03 41.5	-03.64  	    5.2	22	 19.7	 16.6	bl 	        	     328
17 41 27.6	-03 25.1	-03.65  	    2.3	 2	 21.7	 13.9	b  	        	     329
18 10 44.1	-03 45.0	-03.66  	    2.3	 1	 24.9	  7.3	a  	        	     330
18 19 18.5	-03 31.0	-03.67  	    4.5	 1	 26.1	  5.5	a  	        	     331
18 34 01.3	-03 12.9	-03.68  	    2.2	 1	 28.1	  2.4	a  	        	     332
18 43 56.7	-03 50.6	-03.69  	    6.3	 1	 28.7	 -0.1	a  	        	     333
18 46 26.3	-03 00.7	-03.70  	   18.1	 1	 29.7	 -0.3	a  	3C389   	     334
19 40 19.0	-03 33.2	-03.71  	    6.0	 1	 35.3	-12.5	a  	        	     335
20 40 09.7	-02 54.2	-03.72  	    2.8	 1	 43.3	-25.4	a  	        	     336
21 00 29.5	-03 47.8	-03.73  	    2.0	 2	 45.2	-30.3	b  	        	     337
21 35 29.5	-02 54.4	-03.74  	    2.0	 1	 51.5	-37.3	a  	        	     338
21 52 36.8	-02 53.9	-03.75  	    2.9	 1	 54.6	-40.9	a  	        	     339
22 08 05.7	-03 45.0	-03.76  	    2.5	 2	 56.6	-44.6	b  	        	     340
22 14 34.1	-03 22.6	-03.77  	    2.4	 1	 58.4	-45.7	a  	        	     341
22 17 14.7	-03 15.8	-03.78  	    2.8	 1	 59.1	-46.1	a  	        	     342
22 18 52.9	-03 35.3	-03.79  	    2.8	 1	 59.1	-46.6	a  	        	     343
22 22 22.4	-02 50.3	-03.80  	    5.5	 2	 60.7	-46.9	b  	        	     344
22 46 11.3	-03 01.3	-03.81  	    6.3	 1	 66.3	-51.6	a  	        	     345
00 06 31.8	-01 43.3	-02.01  	    2.5	21	 98.1	-62.4	be 	        	     346
00 20 21.3	-02 30.2	-02.02  	    4.0	 1	104.8	-64.3	a  	        	     347
00 38 19.8	-02 10.7	-02.03  	   20.0	 1	115.2	-64.9	a  	3C17    	     348
00 41 26.1	-01 44.6	-02.04  	    6.8	 1	117.1	-64.5	a  	        	     349
01 22 24.2	-01 59.8	-02.05  	    2.1	 2	140.7	-63.8	b  	        	     350
01 28 43.0	-02 22.2	-02.06  	    2.3	 1	144.3	-63.7	a  	        	     351
01 38 09.8	-01 46.4	-02.07  	    2.8	 1	148.7	-62.3	a  	        	     352
01 46 51.9	-01 58.3	-02.08  	    4.1	 1	153.1	-61.6	a  	        	     353
02 15 42.6	-02 04.1	-02.09  	    2.4	21	165.4	-57.8	be 	        	     354
02 20 53.5	-01 58.0	-02.10  	   19.1	 1	167.1	-57.0	a  	3C63    	     355
02 22 29.3	-02 41.8	-02.11  	    2.6	 2	168.6	-57.3	b  	        	     356
02 35 31.7	-02 29.4	-02.12  	    3.4	 2	172.7	-55.0	b  	        	     357
02 37 55.2	-01 51.5	-02.13  	    2.1	 1	172.7	-54.1	a  	        	     358
02 41 27.6	-01 50.1	-02.14  	    2.5	 2	173.8	-53.5	b  	        	     359
03 20 27.8	-02 08.2	-02.15  	    2.2	 1	184.4	-46.5	a  	        	     360
04 12 53.7	-02 23.1	-02.16  	    3.6	 1	194.7	-35.9	a  	        	     361
04 33 53.1	-02 30.3	-02.17  	    2.3	22	198.1	-31.5	bl 	        	     362
04 51 16.9	-02 29.3	-02.18  	    2.4	21	200.6	-27.7	be 	        	     363
05 01 10.6	-01 56.7	-02.19  	    4.8	 1	201.4	-25.3	a  	        	     364
05 04 45.8	-02 22.3	-02.20  	    2.0	 1	202.3	-24.7	a  	        	     365
05 20 04.4	-02 29.0	-02.21  	    2.6	 1	204.4	-21.4	a  	        	     366
05 41 18.1	-02 38.6	-02.22  	    2.7	 2	207.2	-16.8	b  	        	     367
05 55 29.1	-02 04.6	-02.23  	    2.0	 2	208.3	-13.4	b  	        	     368
06 17 47.4	-02 25.9	-02.24  	    2.3	 2	211.3	 -8.6	b  	        	     369
06 22 42.0	-02 31.1	-02.25  	    6.0	 1	211.9	 -7.5	a  	        	     370
06 29 15.1	-02 09.3	-02.26  	    2.2	 1	212.3	 -5.9	a  	        	     371
06 39 42.1	-02 17.8	-02.27  	    2.3	 2	213.6	 -3.7	b  	        	     372
06 48 27.4	-02 20.9	-02.28  	    6.1	 1	214.7	 -1.7	a  	        	     373
06 54 02.4	-02 45.5	-02.29  	    3.0	 1	215.7	 -0.7	a  	        	     374
07 15 46.4	-02 28.6	-02.30  	    6.0	 1	217.9	  4.3	a  	        	     375
07 27 04.3	-02 06.6	-02.31  	   14.2	 1	218.9	  6.9	a  	3C180   	     376
07 30 47.3	-02 09.4	-02.32  	    3.0	 2	219.4	  7.7	b  	        	     377
07 54 49.3	-02 47.9	-02.33  	    3.5	 2	222.8	 12.7	b  	        	     378
08 06 13.2	-02 34.7	-02.34  	    2.3	 2	224.1	 15.3	b  	        	     379
08 15 27.3	-03 08.3	-02.35  	   18.6	 1	225.7	 17.1	a  	3C196.1 	     380
08 17 28.9	-02 44.6	-02.36  	    2.8	 2	225.6	 17.7	b  	        	     381
08 59 53.9	-02 54.7	-02.37  	    2.6	 2	231.7	 26.7	b  	        	     382
09 16 20.2	-02 40.9	-02.38  	    3.3	 1	234.0	 30.3	a  	        	     383
10 04 15.6	-02 41.1	-02.39  	    2.2	 1	242.7	 39.9	a  	        	     384
10 35 37.2	-02 30.6	-02.40  	    2.3	 2	249.7	 45.9	b  	        	     385
10 38 21.8	-03 07.6	-02.41  	    2.0	 2	251.0	 45.9	b  	        	     386
10 46 35.0	-02 25.7	-02.42  	    2.0	 1	252.5	 47.8	a  	        	     387
10 49 25.9	-02 53.3	-02.43  	    4.2	 1	253.7	 48.0	a  	        	     388
11 02 24.1	-02 34.2	-02.44  	    4.7	 2	257.1	 50.3	b  	        	     389
11 07 37.2	-03 06.2	-02.45  	    2.7	 2	259.2	 50.7	b  	        	     390
11 17 33.2	-02 34.0	-02.46  	    4.2	 1	261.9	 52.7	a  	        	     391
11 19 24.9	-03 02.4	-02.47  	   13.3	 1	263.0	 52.5	a  	3C255   	     392
11 42 37.8	-02 43.6	-02.48  	    2.8	 1	271.2	 55.8	a  	        	     393
11 49 17.6	-02 45.6	-02.49  	    2.2	 1	273.9	 56.6	a  	        	     394
12 02 32.2	-02 41.1	-02.50  	    3.5	 1	279.4	 57.9	a  	        	     395
12 03 40.8	-02 59.2	-02.51  	    2.6	 1	280.1	 57.8	a  	        	     396
12 17 29.5	-03 15.7	-02.52  	    2.5	 1	286.5	 58.5	a  	        	     397
12 21 23.1	-02 38.8	-02.53  	    2.6	 1	288.1	 59.4	a  	        	     398
12 27 25.8	-02 38.4	-02.54  	    2.0	22	291.0	 59.7	bl 	        	     399
12 31 59.4	-02 19.6	-02.55  	    7.4	 1	293.1	 60.2	a  	        	     400
12 43 53.4	-03 11.4	-02.56  	    3.9	 1	299.2	 59.6	a  	        	     401
13 11 28.7	-02 53.1	-02.57  	    2.0	 1	312.9	 59.6	a  	        	     402
13 45 52.7	-02 50.5	-02.58  	    2.8	22	328.7	 57.3	bl 	        	     403
14 06 10.8	-02 41.1	-02.59  	    6.7	 1	337.0	 55.2	a  	        	     404
14 21 12.6	-02 50.9	-02.60  	    2.4	 1	342.3	 53.0	a  	        	     405
14 38 21.8	-02 39.1	-02.61  	    2.2	 2	348.0	 50.6	b  	        	     406
15 03 34.3	-02 27.8	-02.62  	    3.0	 1	355.3	 46.5	a  	        	     407
15 12 12.9	-02 32.7	-02.63  	    2.0	 2	357.4	 44.9	b  	        	     408
15 39 01.6	-02 12.6	-02.64  	    2.8	 1	  3.7	 40.1	a  	        	     409
15 41 36.1	-02 24.3	-02.65  	    3.4	 1	  4.0	 39.5	a  	        	     410
15 49 56.5	-02 12.4	-02.66  	    2.3	 1	  5.9	 38.0	a  	        	     411
16 13 57.1	-02 39.1	-02.67  	    3.5	 1	  9.8	 32.9	a  	        	     412
16 15 37.1	-02 49.9	-02.68  	    3.3	 1	  9.9	 32.4	a  	        	     413
16 40 40.1	-02 39.8	-02.69  	    6.0	 1	 14.1	 27.3	a  	        	     414
16 45 49.4	-03 01.4	-02.70  	    2.6	 1	 14.5	 26.0	a  	        	     415
16 52 39.8	-03 02.8	-02.71  	    3.5	 2	 15.5	 24.6	b  	        	     416
17 08 49.7	-02 55.8	-02.72  	    2.8	 2	 17.8	 21.2	b  	        	     417
17 17 21.8	-02 10.3	-02.73  	    2.4	 2	 19.7	 19.7	b  	        	     418
17 24 37.4	-02 44.9	-02.74  	    7.0	 1	 20.1	 17.9	a  	        	     419
18 02 49.7	-02 08.5	-02.75  	    6.1	 1	 25.4	  9.8	a  	        	     420
18 22 03.1	-02 25.8	-02.76  	    5.7	 1	 27.4	  5.4	a  	        	     421
19 37 08.2	-01 54.6	-02.77  	    2.8	 1	 36.5	-11.0	a  	        	     422
20 04 28.0	-02 08.0	-02.78  	    3.0	 1	 39.5	-17.2	a  	        	     423
20 06 08.1	-02 22.8	-02.79  	    7.2	 1	 39.5	-17.7	a  	        	     424
20 47 10.5	-02 40.1	-02.80  	    9.0	 1	 44.5	-26.8	a  	        	     425
21 34 11.1	-02 01.6	-02.81  	    2.7	 1	 52.2	-36.6	a  	        	     426
21 46 02.5	-02 11.9	-02.82  	    2.0	 1	 54.1	-39.2	a  	        	     427
22 23 50.0	-02 11.3	-02.83  	   23.5	 1	 61.8	-46.8	a  	3C445   	     428
22 26 39.0	-02 14.2	-02.84  	    3.5	 2	 62.4	-47.3	b  	        	     429
22 28 16.6	-01 45.3	-02.85  	    2.4	 1	 63.3	-47.4	a  	        	     430
22 48 55.1	-02 10.1	-02.86  	    3.2	 2	 68.1	-51.5	b  	        	     431
23 04 58.3	-02 20.0	-02.87  	    4.5	 1	 72.6	-54.4	a  	        	     432
23 33 59.2	-01 59.5	-02.88  	    2.7	 2	 83.2	-58.8	b  	        	     433
23 39 03.8	-02 04.6	-02.89  	    2.0	 1	 85.2	-59.5	a  	        	     434
23 50 24.9	-02 25.8	-02.90  	    6.7	 1	 89.7	-61.3	a  	        	     435
23 57 05.5	-02 30.6	-02.91  	    4.0	22	 92.8	-62.2	bl 	        	     436
23 59 04.5	-02 41.9	-02.92  	    2.0	 2	 93.5	-62.5	b  	        	     437
00 21 25.1	-00 56.0	-01.01  	    3.3	 1	106.3	-62.8	a  	        	     438
00 31 31.7	-01 00.7	-01.02  	    3.4	 1	111.7	-63.5	a  	        	     439
00 37 03.3	-01 11.3	-01.03  	   15.8	 2	114.8	-63.8	b  	3C15    	     440
00 55 55.3	-01 18.3	-01.04  	    7.5	 2	125.5	-64.2	b  	        	     441
00 57 34.1	-01 26.1	-01.05  	   15.1	 1	126.5	-64.3	a  	3C29    	     442
01 08 24.7	-00 45.8	-01.06  	    2.8	22	132.4	-63.3	bl 	        	     443
01 18 14.3	-01 25.1	-01.07  	    4.0	 2	138.1	-63.5	b  	        	     444
01 26 02.0	-01 24.6	-01.08  	    4.3	22	142.3	-63.0	bl 	3C40    	     445
01 43 17.0	-01 21.2	-01.09  	    4.0	 2	150.8	-61.4	b  	        	     446
02 09 43.5	-01 39.9	-01.10  	    3.0	 1	162.6	-58.4	a  	        	     447
02 28 07.7	-01 05.3	-01.11  	    2.7	 1	168.7	-55.1	a  	        	     448
03 34 13.6	-01 13.5	-01.12  	   20.2	 1	186.3	-43.2	a  	3C89    	     449
04 12 21.2	-00 57.0	-01.13  	    9.9	 1	193.1	-35.2	a  	3C107   	     450
04 51 59.3	-00 58.9	-01.14  	    2.9	 2	199.2	-26.8	b  	        	     451
05 15 09.3	-01 39.2	-01.15  	    4.4	 2	203.0	-22.1	b  	        	     452
05 33 44.8	-00 58.6	-01.16  	    2.5	 1	204.7	-17.7	a  	*       	     453
05 53 29.0	-01 38.8	-01.17  	    3.0	22	207.7	-13.6	bl 	        	     454
07 38 32.6	-02 01.5	-01.18  	    6.1	 1	220.2	  9.5	a  	        	     455
09 41 49.9	-01 43.0	-01.19  	    3.1	21	237.4	 36.0	be 	        	     456
09 58 28.6	-01 39.5	-01.20  	    3.4	 1	240.5	 39.4	a  	        	     457
10 10 51.7	-01 57.7	-01.21  	    3.3	 1	243.4	 41.6	a  	        	     458
10 25 29.3	-02 15.0	-01.22  	    4.3	 1	247.0	 44.2	a  	        	     459
10 54 04.4	-02 09.8	-01.23  	    2.2	 2	254.3	 49.3	b  	        	     460
11 05 51.4	-01 59.7	-01.24  	    3.0	22	257.6	 51.3	bl 	        	     461
11 13 32.5	-02 13.5	-01.25  	    7.7	 1	260.3	 52.3	a  	        	     462
12 34 03.5	-01 47.4	-01.26  	    2.1	 1	294.0	 60.8	a  	        	     463
13 03 15.8	-02 08.6	-01.27  	    2.6	 1	309.0	 60.6	a  	        	     464
13 25 31.1	-01 47.1	-01.28  	    2.8	 1	320.1	 59.9	a  	        	     465
13 27 37.3	-02 09.1	-01.29  	    6.5	 1	320.9	 59.4	a  	        	     466
13 51 55.9	-02 02.2	-01.30  	    3.8	22	331.9	 57.4	bl 	        	     467
14 06 48.9	-01 52.6	-01.31  	    6.1	 1	338.0	 55.8	a  	        	     468
14 09 58.4	-01 15.3	-01.32  	    2.1	 1	339.7	 55.9	a  	        	     469
14 19 25.8	-01 43.9	-01.33  	    2.0	 1	342.7	 54.2	a  	        	     470
14 28 30.8	-01 23.7	-01.34  	   10.1	 1	346.2	 53.1	a  	3C300.1 	     471
14 30 17.5	-01 19.1	-01.35  	    3.2	 2	346.8	 52.9	b  	        	     472
14 43 08.8	-01 14.3	-01.36  	    2.4	 1	350.9	 50.9	a  	        	     473
15 26 31.7	-01 56.4	-01.37  	    3.5	 1	  1.3	 42.7	a  	        	     474
16 30 24.1	-01 32.2	-01.38  	    2.7	 1	 13.6	 30.1	a  	        	     475
16 56 54.7	-01 56.9	-01.39  	    2.2	 1	 17.1	 24.2	a  	        	     476
17 01 08.4	-01 04.9	-01.40  	    2.1	 2	 18.5	 23.8	b  	        	     477
17 03 55.0	-01 30.4	-01.41  	    3.1	 1	 18.5	 23.0	a  	        	     478
17 09 42.1	-01 08.2	-01.42  	    2.2	21	 19.6	 21.9	be 	        	     479
18 31 51.9	-01 33.5	-01.43  	    2.9	 1	 29.3	  3.6	a  	        	     480
18 37 18.8	-01 51.6	-01.44  	    4.3	 1	 29.7	  2.3	a  	        	     481
18 40 55.3	-01 50.7	-01.45  	    4.8	22	 30.1	  1.5	bl 	        	     482
18 43 54.4	-01 31.9	-01.46  	    2.3	 2	 30.7	  1.0	b  	        	     483
19 18 11.6	-01 52.9	-01.47  	    4.9	 1	 34.3	 -6.8	a  	        	     484
19 28 31.2	-01 04.1	-01.48  	    2.9	 1	 36.2	 -8.7	a  	        	     485
19 41 28.0	-01 06.9	-01.49  	    3.3	 1	 37.7	-11.6	a  	        	     486
19 43 03.1	-01 28.6	-01.50  	    2.0	 1	 37.6	-12.1	a  	        	     487
19 52 30.9	-01 17.1	-01.51  	    3.3	 2	 38.9	-14.2	b  	3C403.1 	     488
20 00 07.4	-01 13.6	-01.52  	    2.8	 1	 39.8	-15.8	a  	*       	     489
20 32 25.4	-01 34.9	-01.53  	    3.4	 1	 43.6	-23.1	a  	        	     490
20 41 14.6	-01 17.2	-01.54  	    4.0	 1	 45.0	-24.9	a  	        	     491
21 12 47.3	-01 34.1	-01.55  	    2.6	 1	 49.3	-31.8	a  	        	     492
21 43 38.1	-01 26.6	-01.56  	    2.6	 2	 54.5	-38.2	b  	        	     493
21 56 49.7	-01 27.0	-01.57  	    7.9	 1	 56.9	-40.9	a  	        	     494
22 41 00.7	-00 49.4	-01.58  	    2.0	 1	 67.5	-49.1	a  	        	     495
23 05 48.6	-00 46.9	-01.59  	    2.4	22	 74.6	-53.4	bl 	        	     496
23 11 48.1	-01 18.1	-01.60  	    2.2	22	 76.0	-54.8	bl 	        	     497
23 51 53.9	-01 15.8	-01.61  	    6.0	 1	 91.5	-60.5	a  	        	     498
00 06 21.6	-00 00.8	-00.01  	   13.2	 1	 99.3	-60.8	a  	        	     499
00 28 28.6	-00 26.2	-00.02  	    3.1	21	110.3	-62.7	be 	        	     500
00 36 53.3	+00 07.4	-00.03  	    4.0	21	115.0	-62.5	be 	        	     501
00 43 58.8	+00 08.3	-00.04  	    2.3	 2	118.9	-62.7	b  	        	     502
00 45 41.0	+00 14.4	-00.05  	    2.8	22	119.8	-62.6	bl 	        	     503
00 59 04.4	+00 08.1	-00.06  	    5.3	 1	127.1	-62.7	a  	        	     504
01 14 57.0	+00 02.6	-00.07  	    2.2	 1	135.6	-62.2	a  	        	     505
01 20 26.8	+00 03.7	-00.08  	    3.2	22	138.5	-61.9	bl 	        	     506
01 22 08.4	-00 07.4	-00.09  	    2.0	 1	139.5	-62.0	a  	        	     507
01 25 15.9	-00 20.7	-00.10  	    2.3	 1	141.2	-62.0	a  	        	     508
01 34 45.3	-00 01.5	-00.11  	    2.2	22	145.7	-61.0	bl 	        	     509
02 25 07.7	-00 30.7	-00.12  	    4.8	 1	167.0	-55.2	a  	        	     510
02 42 39.6	-00 00.3	-00.13  	   16.1	 1	172.1	-51.9	a  	3C71    	     511
03 03 12.2	-00 15.3	-00.14  	    3.7	 1	178.1	-48.5	a  	        	     512
03 38 11.9	-00 24.7	-00.15  	    2.8	 2	186.3	-41.9	b  	        	     513
04 05 25.9	+00 06.1	-00.16  	    2.2	 2	190.9	-36.1	b  	        	     514
04 27 10.1	-00 32.3	-00.17  	    2.0	22	195.1	-31.9	bl 	        	     515
04 41 51.5	-00 39.3	-00.18  	    2.9	 1	197.4	-28.8	a  	        	     516
04 55 47.5	-00 06.9	-00.19  	    7.0	 1	198.9	-25.5	a  	        	     517
05 17 16.6	-00 49.6	-00.20  	    2.4	 1	202.5	-21.2	a  	        	     518
06 13 35.7	-00 04.8	-00.21  	    2.0	 1	208.7	 -8.4	a  	        	     519
06 44 18.3	-00 44.2	-00.22  	    2.7	 1	212.8	 -1.9	a  	        	     520
07 07 32.1	-00 17.0	-00.23  	    4.7	 1	215.0	  3.5	a  	        	     521
07 21 10.7	-00 54.9	-00.24  	    4.3	 1	217.2	  6.2	a  	        	     522
07 28 48.4	-00 09.1	-00.25  	    3.7	 1	217.4	  8.2	a  	        	     523
07 41 07.0	-01 02.1	-00.26  	    4.3	 1	219.6	 10.6	a  	        	     524
07 43 22.5	-00 56.4	-00.27  	    2.9	21	219.8	 11.1	be 	        	     525
07 44 49.9	-00 47.1	-00.28  	    2.7	 1	219.8	 11.5	a  	*       	     526
07 48 30.7	-00 55.0	-00.29  	    2.7	 1	220.4	 12.2	a  	        	     527
07 49 37.2	-00 11.6	-00.30  	    2.9	 2	219.9	 12.8	b  	        	     528
07 54 08.4	-00 19.9	-00.31  	    2.4	 1	220.5	 13.8	a  	        	     529
08 05 36.8	-00 53.3	-00.32  	    7.0	 1	222.4	 16.0	a  	        	     530
08 36 21.2	-00 37.3	-00.33  	    2.9	21	226.2	 22.9	be 	        	     531
08 38 52.7	-00 40.4	-00.34  	    2.4	 2	226.6	 23.4	b  	        	     532
08 58 41.1	-00 25.8	-00.35  	    2.7	 1	229.1	 27.8	a  	        	     533
09 02 33.0	-00 16.4	-00.36  	    2.3	21	229.6	 28.7	be 	        	     534
10 01 22.2	-00 23.6	-00.37  	    9.0	21	239.8	 40.8	be 	        	     535
10 22 00.6	-01 08.0	-00.38  	    2.1	 1	245.0	 44.3	a  	        	     536
10 47 22.5	-01 03.7	-00.39  	    4.2	 1	251.3	 49.0	a  	        	     537
10 52 23.2	-00 38.0	-00.40  	    2.3	 1	252.2	 50.1	a  	        	     538
10 54 59.1	-00 50.7	-00.41  	    2.8	 1	253.2	 50.4	a  	        	     539
11 02 03.7	-01 14.5	-00.42  	   15.4	 1	255.7	 51.3	a  	3C249   	     540
11 06 31.4	-00 48.7	-00.43  	    4.4	 2	256.6	 52.4	b  	        	     541
11 29 45.4	-01 14.8	-00.44  	    2.2	21	264.9	 55.5	be 	        	     542
11 35 13.5	-00 21.4	-00.45  	    2.8	 1	266.1	 57.0	a  	        	     543
11 44 54.2	-00 28.6	-00.46  	    5.7	 1	270.1	 58.1	a  	        	     544
11 50 44.8	-00 20.3	-00.47  	    2.5	 1	272.5	 58.9	a  	        	     545
12 14 49.0	-01 01.6	-00.48  	    5.6	 1	284.1	 60.5	a  	        	     546
12 59 46.5	-00 48.7	-00.49  	    2.7	 1	307.4	 62.0	a  	        	     547
13 19 40.1	-00 44.9	-00.50  	    4.4	 1	317.8	 61.3	a  	        	     548
13 45 38.2	-00 55.3	-00.51  	    3.5	 1	330.0	 59.1	a  	        	     549
13 56 22.3	-00 41.9	-00.52  	    2.7	 2	334.9	 58.1	b  	        	     550
14 03 37.4	-00 54.3	-00.53  	    3.0	22	337.6	 57.0	bl 	        	     551
14 13 16.7	-00 22.9	-00.54  	    2.0	 2	341.8	 56.2	b  	        	     552
14 23 27.5	-00 42.7	-00.55  	    2.8	 1	345.1	 54.4	a  	        	     553
14 41 00.9	-01 12.5	-00.56  	    2.0	 1	350.3	 51.3	a  	        	     554
14 52 23.5	-00 46.8	-00.57  	    2.1	 1	354.1	 49.7	a  	        	     555
15 05 34.1	-00 16.9	-00.58  	    3.2	 1	358.1	 47.7	a  	        	     556
